"Handle","Command","Title","Body HTML","Vendor","Type","Tags","Published","Published Scope","Image Src","Variant SKU","Variant Price","Variant Inventory Tracker","Option1 Name","Option1 Value"
"sara-bedroom-set","UPDATE","Sara Bedroom Set","Modern Style Bedroom with High Gloss White Finish. Bed Available as Platform only or With storage. The collection gives the room a rich; clean look and an open airy feel. The Bedroom Set Consist of Queen or King Size Bed; Nightstand; Dresser and Mirror. The Double Dresser ; 5-Drawer Chest and 2 and 4 Door Wardrobe are optional items. All drawers are equipped with self closing; self cleaning rail system that provides more smoothness for opening and closing. Hardware used for the bed base are all from Europe.  White High gloss lacquer finish","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Sara-Bedroom.gif","p6970-i11096+i11100+i11101+i11103","5999.99","shopify","Size","Queen"
"dafne-bedroom-set","UPDATE","Dafne Bedroom Set","Stylish White High Gloss Finish Bedroom from Spain.  Nightstand /Dresser and Chest - soft close drawers ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom.gif","p9854-i22209+i22210","1799.99","shopify","Size","King"
"dafne-bedroom-set","UPDATE","Dafne Bedroom Set","Stylish White High Gloss Finish Bedroom from Spain.  Nightstand /Dresser and Chest - soft close drawers ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom.gif","p9854-i22208+i22210","1599.99","shopify","Size","Queen"
"ambra-bedroom-set","UPDATE","Ambra Bedroom Set","Wooden Headboard bed with Lights Legno style with smaller night stands in stock and other headboard and night stands available for special order.  Shining surfaces and harmonious contrasts between the chiaroscuro of the birch and the depth of Black Nickel details are the leit-motif of Ambra collection.  **NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.  THE STORAGE KIT FOR BEDS PLATINUM ; ONDA AND AMBRA  ARE THE SAME DESIGN ; CONSISTS OF : FRAME; MECHANISM AND FLOOR PANELS. FLOOR PANELS ARE OF DIFFERENT COLOURS: AMBRA – IVORY COLOUR PLATINUM/ ONDA – BLACK COLOUR  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom.gif","p9208-i21724+i21723+i21419+i21420+i21421","5299.99","shopify","Size","King"
"ambra-bedroom-set","UPDATE","Ambra Bedroom Set","Wooden Headboard bed with Lights Legno style with smaller night stands in stock and other headboard and night stands available for special order.  Shining surfaces and harmonious contrasts between the chiaroscuro of the birch and the depth of Black Nickel details are the leit-motif of Ambra collection.  **NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.  THE STORAGE KIT FOR BEDS PLATINUM ; ONDA AND AMBRA  ARE THE SAME DESIGN ; CONSISTS OF : FRAME; MECHANISM AND FLOOR PANELS. FLOOR PANELS ARE OF DIFFERENT COLOURS: AMBRA – IVORY COLOUR PLATINUM/ ONDA – BLACK COLOUR  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom.gif","p9208-i21458+i21418+i21419+i21420+i21421","4699.99","shopify","Size","Queen"
"aida-black-w/gold,-camelgroup-italy-set","UPDATE","Aida Black W/gold, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy.gif","p6367-i7693+i7691+i7694+i7696+i7697","3999.99","shopify","Size","King"
"aida-black-w/gold,-camelgroup-italy-set","UPDATE","Aida Black W/gold, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy.gif","p6367-i7692+i7690+i7694+i7696+i7697","3599.99","shopify","Size","Queen"
"dama-bianca-bedroom-by-camelgroup-italy-set","UPDATE","Dama Bianca Bedroom By Camelgroup Italy Set","Made in Italy design with elegant high gloss white finish aesthetic taste. • Blend of geometrical lines and curved elements. • Elegant form and functionality compromise. • Design with typical “Made in Italy” flair. Thick curved drawer fronts; with integrated handle and hidden soft-closing total extraction metal runners by Blum. Modern Bedroom Furniture Sets.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca-Bedroom-by-CamelGroup-Italy.jpg","p8108-i16978+i16979+i16980+i22327","8599.99","shopify","Size","King"
"dama-bianca-bedroom-by-camelgroup-italy-set","UPDATE","Dama Bianca Bedroom By Camelgroup Italy Set","Made in Italy design with elegant high gloss white finish aesthetic taste. • Blend of geometrical lines and curved elements. • Elegant form and functionality compromise. • Design with typical “Made in Italy” flair. Thick curved drawer fronts; with integrated handle and hidden soft-closing total extraction metal runners by Blum. Modern Bedroom Furniture Sets.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca-Bedroom-by-CamelGroup-Italy.jpg","p8108-i16977+i16979+i16980+i22327","8399.99","shopify","Size","Queen"
"m137-night-stand-set","UPDATE","M137 Night Stand Set","Affordable modern Night Table. Finish : White High Gloss with Soft closing drawers.","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_M137-Night-Stand.gif","p10929-i25682","599.99","shopify","",""
"adagio-bed-with-storage,-m132,-c132,-e100,-s132-set","UPDATE","Adagio Bed With Storage, M132, C132, E100, S132 Set","Modern Bedroom Furniture set w/Storage made in Spain.  Upholstery: Microfiber Color: Ivory Finish: High gloss Nightstands and Dresser with soft closing mechanisms","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Adagio-M132-C132-M100.jpg","p9780-i22065+i22066+i22067+i22068","5299.99","shopify","Size","King"
"adagio-bed-with-storage,-m132,-c132,-e100,-s132-set","UPDATE","Adagio Bed With Storage, M132, C132, E100, S132 Set","Modern Bedroom Furniture set w/Storage made in Spain.  Upholstery: Microfiber Color: Ivory Finish: High gloss Nightstands and Dresser with soft closing mechanisms","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Adagio-M132-C132-M100.jpg","p9780-i22064+i22066+i22067+i22068","5199.99","shopify","Size","Queen"
"velvet-bedroom-set","UPDATE","Velvet Bedroom Set","Bed Upholstered: Victoria Sand color in Eco Leather   N/S ; Dresser & Chest : Color Cream + Gold  Finishes: Beige 162 MATT carcas / Fronts 262 High Gloss /handle Anilla Gold Soft closing mechanism  Mirror: 262 High Gloss   Removable Box inside gap - Gold mat color Handles - Gold color Mirror - Finish High Gloss Cream Color  BED QS + NS = W118;9"  H55;12"  D90;55"  BED KS + NS = W134;65"  H55;12"  D90;55" ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Velvet-Bedroom.jpg","p9853-i22193+i22194+i22195","7499.99","shopify","Size","King"
"velvet-bedroom-set","UPDATE","Velvet Bedroom Set","Bed Upholstered: Victoria Sand color in Eco Leather   N/S ; Dresser & Chest : Color Cream + Gold  Finishes: Beige 162 MATT carcas / Fronts 262 High Gloss /handle Anilla Gold Soft closing mechanism  Mirror: 262 High Gloss   Removable Box inside gap - Gold mat color Handles - Gold color Mirror - Finish High Gloss Cream Color  BED QS + NS = W118;9"  H55;12"  D90;55"  BED KS + NS = W134;65"  H55;12"  D90;55" ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Velvet-Bedroom.jpg","p9853-i22188+i22194+i22195","7099.99","shopify","Size","Queen"
"storm-bedroom,-camelgroup-italy-set","UPDATE","Storm Bedroom, Camelgroup Italy Set","Definite lines and high tech shapes place bedroom STORM within a young and dynamic reality. Accessories; lamps and flashes of white light wrapping the settings; enhance the quality and creativity of a product.  Stock Finish: Matt Finish: Synchro - melamine material; open pore.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Storm-Bedroom-Camelgroup-Italy.gif","p8814-i18176+i18170+i18171+i18172+i18174","3099.99","shopify","Size","King"
"storm-bedroom,-camelgroup-italy-set","UPDATE","Storm Bedroom, Camelgroup Italy Set","Definite lines and high tech shapes place bedroom STORM within a young and dynamic reality. Accessories; lamps and flashes of white light wrapping the settings; enhance the quality and creativity of a product.  Stock Finish: Matt Finish: Synchro - melamine material; open pore.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Storm-Bedroom-Camelgroup-Italy.gif","p8814-i18175+i18169+i18171+i18172+i18174","2899.99","shopify","Size","Queen"
"leonor,-m128,-c128,-e96-set","UPDATE","Leonor, M128, C128, E96 Set","Microfiber burgundy storage bed available in Queen and King size with High Gloss Finish Nightstands and Dresser. Chest available as well for complete set. The Bed gives contemporary design; stylish look and comfort. This set will look dazzling in your bedroom. ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Leonor-M128-C128-E96.jpg","p8353-i17781+i17780+i17779+i17778","4699.99","shopify","Size","King"
"leonor,-m128,-c128,-e96-set","UPDATE","Leonor, M128, C128, E96 Set","Microfiber burgundy storage bed available in Queen and King size with High Gloss Finish Nightstands and Dresser. Chest available as well for complete set. The Bed gives contemporary design; stylish look and comfort. This set will look dazzling in your bedroom. ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Leonor-M128-C128-E96.jpg","p8353-i17782+i17780+i17779+i17778","4199.99","shopify","Size","Queen"
"mar-bedroom-set","UPDATE","Mar Bedroom Set","Modern headboard although manufactured with numerous materials usually difficult to combine offers a soft; elegant and cozy bed look. Wood veneer (Walnut veneer color natural); High gloss white lacquer and upholstered eco white leather central part with wood trimmings have been employed; as well as glass shelves and lights adding that little extra function and style.    FINISH :  Natural WALNUT wood veneer with White high gloss lacquer. Eco Leather in white.  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Mar-Bedroom.gif","p9890-i22329+i22330+i22332+i22333","5899.99","shopify","Size","King"
"mar-bedroom-set","UPDATE","Mar Bedroom Set","Modern headboard although manufactured with numerous materials usually difficult to combine offers a soft; elegant and cozy bed look. Wood veneer (Walnut veneer color natural); High gloss white lacquer and upholstered eco white leather central part with wood trimmings have been employed; as well as glass shelves and lights adding that little extra function and style.    FINISH :  Natural WALNUT wood veneer with White high gloss lacquer. Eco Leather in white.  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Mar-Bedroom.gif","p9890-i22328+i22330+i22332+i22333","5599.99","shopify","Size","Queen"
"luxury-bedroom-set","UPDATE","Luxury Bedroom Set","If you want a European bedroom that looks modern then this set is a sophisticated match for your taste.  Every single piece is created in Italy. The intricate ornaments will not go ignored.  The bed has optional storage compartment. The 8-drawer dresser and 2-drawer nightstands share the same elegant attributes which is obvious by the mere sight of its long metallic handles.  <font color="red">Storage platform of this bed requires professional assembling!!!</font>   MCS; Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Luxury-Bedroom.gif","p1462-i869+i870+i871+i872","2899.99","shopify","Size","King"
"luxury-bedroom-set","UPDATE","Luxury Bedroom Set","If you want a European bedroom that looks modern then this set is a sophisticated match for your taste.  Every single piece is created in Italy. The intricate ornaments will not go ignored.  The bed has optional storage compartment. The 8-drawer dresser and 2-drawer nightstands share the same elegant attributes which is obvious by the mere sight of its long metallic handles.  <font color="red">Storage platform of this bed requires professional assembling!!!</font>   MCS; Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Luxury-Bedroom.gif","p1462-i868+i870+i871+i872","2699.99","shopify","Size","Queen"
"evolution-bedroom-set","UPDATE","Evolution Bedroom Set","Elegant bedroom furniture with upholstered headboard and chromed details.   Material:  Cases: wood veneer (a thin layer of solid wood) covered with  high gloss acrylic lacquer. Strongest Available; "Anti-Scratch"; Repairable.  Headboard: fire resistant microfiber;  leather belt.  Drawers: Soft closing push/pull.  Manufactured according to European and International standards.   100% Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Evolution-Bedroom.jpg","p9442-i21696+i21686+i21689+i21691+i21691","4299.99","shopify","Size","King"
"evolution-bedroom-set","UPDATE","Evolution Bedroom Set","Elegant bedroom furniture with upholstered headboard and chromed details.   Material:  Cases: wood veneer (a thin layer of solid wood) covered with  high gloss acrylic lacquer. Strongest Available; "Anti-Scratch"; Repairable.  Headboard: fire resistant microfiber;  leather belt.  Drawers: Soft closing push/pull.  Manufactured according to European and International standards.   100% Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Evolution-Bedroom.jpg","p9442-i21695+i21684+i21689+i21691+i21691","3999.99","shopify","Size","Queen"
"onda-legno-white-with-led-lights-set","UPDATE","Onda Legno White With Led Lights Set","The Onda Legno White Bedroom furniture Set is a beautiful a set of furniture and will leave customers why they couldn't buy this elegant set for every bedroom in the house!  **NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE  Colors: White  Smaller Mini Night stands 24" wide available for Special order.  Drawers with soft-closing metal runners.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Onda-Legno-White-with-Led-Lights.gif","p9245-i21464+i21469+i21470+i21471","4899.99","shopify","Size","King"
"onda-legno-white-with-led-lights-set","UPDATE","Onda Legno White With Led Lights Set","The Onda Legno White Bedroom furniture Set is a beautiful a set of furniture and will leave customers why they couldn't buy this elegant set for every bedroom in the house!  **NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE  Colors: White  Smaller Mini Night stands 24" wide available for Special order.  Drawers with soft-closing metal runners.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Onda-Legno-White-with-Led-Lights.gif","p9245-i21463+i21469+i21470+i21471","4499.99","shopify","Size","Queen"
"carmen-walnut-set","UPDATE","Carmen Walnut Set","Headboad: ECOLEATHER-BENGAL Blanco fabric (  73% PVC & 27% PES(Fibre))  Bed Finish: 243 High Gloss / Upholstery Eco leather BENGAL Blanco Nightstand;Dresser;Chest Finish: Walnut 143 MATT carcas / Fronts 243 High Gloss/ Handle SERIK II  Mirror: Frame 243 high gloss  Storage platform available for special order.  The drawers have a self-closing mechanism.  Rhombus design mirror.  <iframe width="560" height="315" src="https://www.youtube.com/embed/y7hSF9BNo9U" frameborder="0" gesture="media" allowfullscreen></iframe>","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Carmen-Walnut.gif","p7008-i11329+i11320+i11321+i11322+i11325","7399.99","shopify","Size","King"
"carmen-walnut-set","UPDATE","Carmen Walnut Set","Headboad: ECOLEATHER-BENGAL Blanco fabric (  73% PVC & 27% PES(Fibre))  Bed Finish: 243 High Gloss / Upholstery Eco leather BENGAL Blanco Nightstand;Dresser;Chest Finish: Walnut 143 MATT carcas / Fronts 243 High Gloss/ Handle SERIK II  Mirror: Frame 243 high gloss  Storage platform available for special order.  The drawers have a self-closing mechanism.  Rhombus design mirror.  <iframe width="560" height="315" src="https://www.youtube.com/embed/y7hSF9BNo9U" frameborder="0" gesture="media" allowfullscreen></iframe>","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Carmen-Walnut.gif","p7008-i11328+i11319+i11321+i11322+i11325","6799.99","shopify","Size","Queen"
"monica-bed-with-storage,-m127,-c127,-e96-sand,-s127-set","UPDATE","Monica Bed With Storage, M127, C127, E96 Sand, S127 Set","Modern Bedroom Set made in Spain.  Color: Beige MATERIAL: VELVET - SERIE B - REF COLOR GL 05 BEIGE  Nightstands and Dresser: Soft closing drawers Finish: Semigloss","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Monica.gif","p9779-i22060+i22061+i22062+i22063","4899.99","shopify","Size","King"
"monica-bed-with-storage,-m127,-c127,-e96-sand,-s127-set","UPDATE","Monica Bed With Storage, M127, C127, E96 Sand, S127 Set","Modern Bedroom Set made in Spain.  Color: Beige MATERIAL: VELVET - SERIE B - REF COLOR GL 05 BEIGE  Nightstands and Dresser: Soft closing drawers Finish: Semigloss","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Monica.gif","p9779-i22059+i22061+i22062+i22063","4299.99","shopify","Size","Queen"
"liberty-night-set","UPDATE","Liberty Night Set","Luxury Classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Arredoclassic-Bedroom-Italy_Liberty-Night.jpg","p5222-i5295+i5296+i5297+i5298","11499.99","shopify","Size","King"
"liberty-night-set","UPDATE","Liberty Night Set","Luxury Classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy  ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Arredoclassic-Bedroom-Italy_Liberty-Night.jpg","p5222-i5292+i5296+i5297+i5298","10999.99","shopify","Size","Queen"
"barocco-ivory,-camelgroup-italy-set","UPDATE","Barocco Ivory, Camelgroup Italy Set","This traditional Barocco style Bedroom Set consists of Queen Size Leather Panel Bed; 2 Nightstands; Dresser and matching Mirror. Available in two finishes these items will provide all of your bedroom furniture needs.Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Barocco-Ivory-Camelgroup-Italy.gif","p243-i401+i402+i403+i404","3499.99","shopify","Size","King"
"barocco-ivory,-camelgroup-italy-set","UPDATE","Barocco Ivory, Camelgroup Italy Set","This traditional Barocco style Bedroom Set consists of Queen Size Leather Panel Bed; 2 Nightstands; Dresser and matching Mirror. Available in two finishes these items will provide all of your bedroom furniture needs.Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Barocco-Ivory-Camelgroup-Italy.gif","p243-i400+i402+i403+i404","3099.99","shopify","Size","Queen"
"aida-ivory-w/gold,-camelgroup-italy-set","UPDATE","Aida Ivory W/gold, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Ivory-wGold-Camelgroup-Italy.gif","p500-i419+i27103+i421+i422","3599.99","shopify","Size","King"
"aida-ivory-w/gold,-camelgroup-italy-set","UPDATE","Aida Ivory W/gold, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Ivory-wGold-Camelgroup-Italy.gif","p500-i418+i27103+i421+i422","3199.99","shopify","Size","Queen"
"ronda--dali-set","UPDATE","Ronda Dali Set","High Gloss Finish White and  Light Grey Modern Bedroom from Spain.   Headboard with Light.  TOTAL KS BED + 2 NIGHT STANDS : W128;35" * H47.24" * D85;43"   TOTAL QS BED + 2 NIGHT STANDS: W111;81" * 47.24" * D85;43"       Finishes:  WHITE HIGH GLOSS / LIGHT GREY HIGH GLOSS  Contemporary bedroom furniture set is a nice way to add fresh look to your home ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Dali-Bed.gif","p9844-i22165+i22204+i22159+i22160+i22163","7199.99","shopify","Size","King"
"ronda--dali-set","UPDATE","Ronda Dali Set","High Gloss Finish White and  Light Grey Modern Bedroom from Spain.   Headboard with Light.  TOTAL KS BED + 2 NIGHT STANDS : W128;35" * H47.24" * D85;43"   TOTAL QS BED + 2 NIGHT STANDS: W111;81" * 47.24" * D85;43"       Finishes:  WHITE HIGH GLOSS / LIGHT GREY HIGH GLOSS  Contemporary bedroom furniture set is a nice way to add fresh look to your home ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Dali-Bed.gif","p9844-i22203+i22159+i22160+i22163","5699.99","shopify","Size","Queen"
"aida-white-w/silver,-camelgroup-italy-set","UPDATE","Aida White W/silver, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Gold-Collection-Italy_Aida-White-wSilver.jpg","p7543-i13354+i13343+i13345+i22895+i13347","3999.99","shopify","Size","King"
"aida-white-w/silver,-camelgroup-italy-set","UPDATE","Aida White W/silver, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Gold-Collection-Italy_Aida-White-wSilver.jpg","p7543-i13353+i13342+i13345+i22895+i13347","3599.99","shopify","Size","Queen"
"luna-walnut-set","UPDATE","Luna Walnut Set","The ‘half-moon’ motive of the drawer fronts makes this collection unique; giving a special aesthetic value reminiscent of the masterpieces. Modern Bedroom Furniture Set. Color the same as Storm collection. Can use ns; dresser and mirror from Storm to match the bed.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Camel-Modern-Collection-Italy_Luna-Walnut.jpg","p10253-i23897+i23898","2999.99","shopify","Size","King"
"luna-walnut-set","UPDATE","Luna Walnut Set","The ‘half-moon’ motive of the drawer fronts makes this collection unique; giving a special aesthetic value reminiscent of the masterpieces. Modern Bedroom Furniture Set. Color the same as Storm collection. Can use ns; dresser and mirror from Storm to match the bed.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Camel-Modern-Collection-Italy_Luna-Walnut.jpg","p10253-i23897+i23898","2999.99","shopify","Size","Queen"
"melodia-night-set","UPDATE","Melodia Night Set","Luxury Classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Arredoclassic-Bedroom-Italy_Melodia-Night.jpg","p7204-i11510+i11512+i11514+i11514","9099.99","shopify","Size","King"
"melodia-night-set","UPDATE","Melodia Night Set","Luxury Classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_Arredoclassic-Bedroom-Italy_Melodia-Night.jpg","p7204-i11509+i11512+i11514+i11514","9499.99","shopify","Size","Queen"
